מקור	יחידה	שלב	תביעות	צרכים	נפתרו	התנהגויות	דוגמאות	ms	סיבת-הנפילה	משפט
א·nl	nl-quality:21	0	0	0				0	אין תביעת-התנהגות (אין פועל-מטרה במשפט)	ניהול משימות, לכל משימה כותרת, תיאור וסטטוס
ב·specs	app_audit	1	1	0				42	אין-ישות	הירו 🧾 יומן פעולות | audit — כל שינוי מתועד כותרת פעולות אחרונות אטום DataGrid יומן פעולות חישוב תיעוד פעולה (runAudit)
ב·specs	app_ent1	1	4	0				81	אגרגציה-בלי-אות-סימן/ישות-בלי-שקע/אין-ישות	הירו 🗂️ ליד | ישות מורכבת — טופס + טבלה אטום BreadcrumbTrail ליד: חדש / קשר / אפיון / סיור / תמחור / הצעה / זכה כותרת ט
ב·specs	app_ent10	1	4	0				64	אין-ישות	הירו 🗂️ משימה | ישות מורכבת — טופס + טבלה אטום BreadcrumbTrail משימה: מתוכננת / מוכנה / בתהליך / בבדיקה / הושלמה כותרת 
ב·specs	app_ent11	1	2	0				51	אין-ישות	הירו 🗂️ דוח יומי | ישות מורכבת — טופס + טבלה כותרת טופס דוח יומי אטום FieldRow פרויקט אטום FieldRow תאריך אטום FieldRow
ב·specs	app_ent12	1	4	0				52	אין-ישות	הירו 🗂️ עובד | ישות מורכבת — טופס + טבלה כותרת טופס עובד אטום FieldRow שם אטום FieldRow תפקיד אטום FieldRow טלפון אטום 
ב·specs	app_ent13	1	2	0				63	שקע-תאריך-לא-מוכרע/ישות-בלי-שקע	הירו 🗂️ קבלן משנה | ישות מורכבת — טופס + טבלה אטום BreadcrumbTrail קבלן משנה: מועמד / נבדק / אושר / פעיל כותרת טופס קבל
ב·specs	app_ent14	1	3	0				65	שקע-תאריך-לא-מוכרע/אגרגציה-בלי-אות-סימן/ישות-בלי-שקע/אין-ישות	הירו 🗂️ הזמנת רכש | ישות מורכבת — טופס + טבלה אטום BreadcrumbTrail הזמנת רכש: בקשה / אושר / הוזמן / נמסר כותרת טופס הזמ
ב·specs	app_ent15	2	1	1				67	לא-נמדד (--quick: שלבים 3–5 לא רצו)	הירו 🗂️ חומר | ישות מורכבת — טופס + טבלה כותרת טופס חומר אטום FieldRow קוד אטום FieldRow שם אטום FieldRow קטגוריה אטום 
ב·specs	app_ent16	1	2	0				46	אין-ישות	הירו 🗂️ ציוד | ישות מורכבת — טופס + טבלה כותרת טופס ציוד אטום FieldRow שם אטום FieldRow סוג אטום NumberStepper מספר סיד
ב·specs	app_ent17	1	4	0				54	אין-ישות	הירו 🗂️ מסמך | ישות מורכבת — טופס + טבלה אטום BreadcrumbTrail מסמך: טיוטה / נבדק / אושר כותרת טופס מסמך אטום FieldRow פ
ב·specs	app_ent18	1	2	0				58	אין-ישות	הירו 🗂️ שדה | ישות מורכבת — טופס + טבלה אטום BreadcrumbTrail שדה: חדש / נשלח / בבדיקה / נענה / מאושר / סגור כותרת טופס 
ב·specs	app_ent19	1	3	0				59	שקע-תאריך-לא-מוכרע/ישות-בלי-שקע/אין-ישות	הירו 🗂️ שדה | ישות מורכבת — טופס + טבלה אטום BreadcrumbTrail שדה: הוגש / בבדיקה / תיקונים / אושר / נסגר כותרת טופס שדה 
ב·specs	app_ent2	1	4	0				66	אגרגציה-בלי-אות-סימן/ישות-בלי-שקע/אין-ישות	הירו 🗂️ לקוח | ישות מורכבת — טופס + טבלה כותרת טופס לקוח אטום FieldRow שם אטום FieldRow חברה אטום NumberStepper מספר עו
ב·specs	app_ent20	1	2	0				75	אגרגציה-בלי-אות-סימן/ישות-בלי-שקע/אין-ישות	הירו 🗂️ שינוי עבודה | ישות מורכבת — טופס + טבלה אטום BreadcrumbTrail שינוי עבודה: בקשה / תומחר / אושר פנימי / אושר לקוח
ב·specs	app_ent21	1	2	0				45	אין-ישות	הירו 🗂️ בדיקת איכות | ישות מורכבת — טופס + טבלה כותרת טופס בדיקת איכות אטום FieldRow פרויקט אטום FieldRow שלב אטום Fiel
ב·specs	app_ent22	1	10	0				77	אין-ישות/ישות-בלי-שקע/שקע-תאריך-לא-מוכרע/אגרגציה-בלי-אות-סימן	הירו 🗂️ ליקוי | ישות מורכבת — טופס + טבלה אטום BreadcrumbTrail ליקוי: נפתח / בטיפול / תוקן / נבדק / נסגר כותרת טופס ליק
ב·specs	app_ent23	1	3	0				57	אין-ישות	הירו 🗂️ אירוע בטיחות | ישות מורכבת — טופס + טבלה אטום BreadcrumbTrail אירוע בטיחות: דווח / נחסם / בתחקיר / טופל / נסגר 
ב·specs	app_ent24	1	2	0				43	אין-ישות	הירו 🗂️ נוכחות | ישות מורכבת — טופס + טבלה כותרת טופס נוכחות אטום FieldRow עובד אטום FieldRow פרויקט אטום FieldRow תארי
ב·specs	app_ent25	1	1	0				41	ישות-בלי-שקע	הירו 🗂️ קריאת תחזוקה | ישות מורכבת — טופס + טבלה אטום BreadcrumbTrail קריאת תחזוקה: דווח / סווג / בטיפול / תוקן / נסגר 
ב·specs	app_ent26	1	4	0				66	שקע-תאריך-לא-מוכרע/ישות-בלי-שקע/אין-ישות	הירו 🗂️ מסירה | ישות מורכבת — טופס + טבלה אטום BreadcrumbTrail מסירה: בדיקות / ליקויים / תיקונים / חתימה / הושלם כותרת 
ב·specs	app_ent27	1	1	0				48	שקע-תאריך-לא-מוכרע/אגרגציה-בלי-אות-סימן/ישות-בלי-שקע	הירו 🗂️ אחריות | ישות מורכבת — טופס + טבלה אטום BreadcrumbTrail אחריות: דווח / אושר / בטיפול / נסגר כותרת טופס אחריות א
ב·specs	app_ent28	2	6	2				96	לא-נמדד (--quick: שלבים 3–5 לא רצו)	הירו 🗂️ חשבונית | ישות מורכבת — טופס + טבלה אטום BreadcrumbTrail חשבונית: טיוטה / הופקה / נשלחה / שולמה כותרת טופס חשבו
ב·specs	app_ent29	1	1	0				57	אגרגציה-בלי-אות-סימן/ישות-בלי-שקע	הירו 🗂️ חשבון חלקי | ישות מורכבת — טופס + טבלה אטום BreadcrumbTrail חשבון חלקי: הוכן / אושר מנהל / אושר מפקח / אושר לקו
ב·specs	app_ent3	1	9	0				81	שקע-תאריך-לא-מוכרע/אגרגציה-בלי-אות-סימן/ישות-בלי-שקע/אין-ישות	הירו 🗂️ פרויקט | ישות מורכבת — טופס + טבלה אטום BreadcrumbTrail פרויקט: תכנון / הצעה / חוזה / ביצוע / מסירה / נסגר כותר
ב·specs	app_ent4	1	4	0				49	אין-ישות	הירו 🗂️ שדה | ישות מורכבת — טופס + טבלה כותרת טופס שדה אטום FieldRow קוד אטום FieldRow שם אטום FieldRow שלב אטום FieldR
ב·specs	app_ent5	0	0	0				1	אין תביעת-התנהגות (אין פועל-מטרה במשפט)	הירו 🗂️ סעיף כתב כמויות | ישות מורכבת — טופס + טבלה כותרת טופס סעיף כתב כמויות אטום FieldRow קוד אטום FieldRow פרק אטום
ב·specs	app_ent6	2	2	1				72	לא-נמדד (--quick: שלבים 3–5 לא רצו)	הירו 🗂️ אומדן | ישות מורכבת — טופס + טבלה כותרת טופס אומדן אטום FieldRow פרויקט אטום FieldRow לקוח אטום FieldRow גרסה א
ב·specs	app_ent7	2	2	1				85	לא-נמדד (--quick: שלבים 3–5 לא רצו)	הירו 🗂️ הצעה | ישות מורכבת — טופס + טבלה אטום BreadcrumbTrail הצעה: טיוטה / נשלחה / במשא ומתן / אושרה / נדחתה כותרת טופ
ב·specs	app_ent8	1	6	0				63	אין-ישות	הירו 🗂️ חוזה | ישות מורכבת — טופס + טבלה אטום BreadcrumbTrail חוזה: טיוטה / נחתם / פעיל / הושלם כותרת טופס חוזה אטום Nu
ב·specs	app_ent9	0	0	0				1	אין תביעת-התנהגות (אין פועל-מטרה במשפט)	הירו 🗂️ תקציב | ישות מורכבת — טופס + טבלה כותרת טופס תקציב אטום FieldRow פרויקט אטום FieldRow סעיף אטום NumberStepper ת
ב·specs	app_flags	0	0	0				2	אין תביעת-התנהגות (אין פועל-מטרה במשפט)	הירו 🎚️ דגלי-יכולת | הפעלה/כיבוי מודולים כותרת מודולים אטום AnimatedToggle ליד אטום AnimatedToggle לקוח אטום AnimatedTo
ב·specs	app_hub	1	1	0				101	שקע-תאריך-לא-מוכרע/אגרגציה-בלי-אות-סימן/ישות-בלי-שקע	הירו 🏗️ האפליקציה שלי | נבנתה מאפיון-חופשי אטום LiveStatusDot מחובר · מסונכרן ניווט app_ent1 🗂️ ליד | 9 שדות · 7 שלבים
ב·specs	app_scr30	1	3	0				57	ישות-בלי-שקע/אין-ישות	הירו 🎯 דשבורד הנהלה עם פרויקטים | נבנה מתיאור חופשי אטום FinHead ליד | 9 שדות · 7 שלבים אטום FinRow לקוח | 8 שדות אטום 
ב·specs	app_scr31	1	3	0				41	אין-ישות	הירו 🎯 דשבורד מנהל פרויקט עם התקדמות | נבנה מתיאור חופשי אטום LinearProgress התקדמות אטום GanttBar גאנט אטום Breadcrumb
ב·specs	app_scr32	1	3	0				58	שקע-תאריך-לא-מוכרע/ישות-בלי-שקע/אין-ישות	הירו 🎯 דשבורד מנהל אתר עם משימות היום | נבנה מתיאור חופשי אטום StripGroupCard ליד | 9 שדות · 7 שלבים אטום StockTab לקוח
ב·specs	app_scr33	1	1	0				44	ישות-בלי-שקע	הירו 🎯 דשבורד כספים עם הכנסות | נבנה מתיאור חופשי אטום FinHead ליד | 9 שדות · 7 שלבים אטום FinRow לקוח | 8 שדות אטום Fi
ב·specs	app_scr34	1	3	0				59	ישות-בלי-שקע/אגרגציה-בלי-אות-סימן/אין-ישות	הירו 🎯 דשבורד בטיחות עם בדיקות פתוחות | נבנה מתיאור חופשי אטום QuickToolsList ליד | 9 שדות · 7 שלבים אטום CartChatBubbl
ב·specs	app_settings	0	0	0				0	אין תביעת-התנהגות (אין פועל-מטרה במשפט)	הירו ⚙️ הגדרות | סנכרון · גיבוי · הרשאות אטום LiveStatusDot מחובר · מסונכרן אטום AnimatedToggle עבודה אופליין אטום NeonB
ב·specs	business	1	1	0				31	אגרגציה-בלי-אות-סימן/ישות-בלי-שקע	פרופיל עסק: כותרת פרטי העסק שדה שם העסק בחירה סוג עסק: קבלן / חנות / ספק תגיות תחומי עבודה: חשמל / אינסטלציה / צבע מתג �
ב·specs	capautodream	1	4	0				98	שקע-תאריך-לא-מוכרע/ישות-בלי-שקע/אין-ישות	הזמנה-עצמית - יכולת שחלמתי היום והוכחתי לבד - מיון חוטי תמיכה ואז נרמול מייל: הירו 🧪 הזמנה-עצמית - יכולת שחלמתי היום וה
ב·specs	capclockcalendar	1	10	0				103	אין-ישות	מסע-בזמן של השעון - שעת-יממה נהפכת לתאריך-תצוגה כשכל דקה מחצות נספרת כיום שלם בלוח: הירו 🧪 מסע-בזמן של השעון - שעת-יממה
ב·specs	capmailphone	1	7	0				126	אין-ישות	שחזור מספר טלפון לתצוגה ישראלית תקנית מתוך שורה שהגיעה עטופה בקידוד-מייל ישן: הירו 🧪 שחזור מספר טלפון לתצוגה ישראלית תק
ב·specs	captimegematria	1	13	0				133	אין-ישות	חתימת-אותיות עברית לשעה על השעון - כמה דקות עברו מחצות הלילה כתוב בגימטריה: הירו 🧪 חתימת-אותיות עברית לשעה על השעון - כ
ב·specs	cards11	1	1	0				51	ישות-בלי-שקע	רכיבים חיים - כרטיסי-מוצר: הירו 💳 כרטיסים | מחירון פרופיל ומוצר ממשפט כותרת כרטיסים מחירון 280 חבילת פרו | 99 לחודש פרו
ב·specs	charts	0	0	0				0	אין תביעת-התנהגות (אין פועל-מטרה במשפט)	רכיבים חיים - גרפים: הירו 📊 גרפים חיים | תרשימים שהמחולל מרכיב ממשפט כותרת נתונים חזותיים עמודות 150 12 9 15 6 18 4 11 
ב·specs	components	1	1	0				62	אין-ישות	רכיבים חיים - כפתורים וחלונות: הירו 🧩 רכיבים חיים | כפתורים וחלונות שהמחולל מרכיב ממשפט כותרת כפתורים אינטראקטיביים ניא
ב·specs	controls	0	0	0				0	אין תביעת-התנהגות (אין פועל-מטרה במשפט)	רכיבים חיים - שדות ובקרות: הירו 🎛️ שדות ובקרות | קלט ומתגים שהמחולל מרכיב ממשפט כותרת שדות קלט מיקוד 54 הקלד כאן חיפוש 
ב·specs	crazy	0	0	0				1	אין תביעת-התנהגות (אין פועל-מטרה במשפט)	עיצוב חי - מפעל המושן: הירו 🎆 מפעל המוֹשֶׁן | שמונה אטומי-הנפשה שהמחולל בוחר ממשפט כותרת שדה האורות גל 200 60 2 שדה אור
ב·specs	dash11	0	0	0				0	אין תביעת-התנהגות (אין פועל-מטרה במשפט)	רכיבים חיים - כרטיסי-דשבורד: הירו 📊 כרטיסי-דשבורד | ביצועים מזג ופריט ממשפט כותרת מדדים ביצועים 140 2480₪ | הכנסה חודשי
ב·specs	entity	1	5	0				45	שקע-תאריך-לא-מוכרע/אגרגציה-בלי-אות-סימן/ישות-בלי-שקע/אין-ישות	הירו 🗂️ ליד | ישות מורכבת — טופס + טבלה כותרת טופס ליד אטום InlineTextRow שם אטום GlowField טלפון אטום NumberStepper תק
ב·specs	entry	2	24	2				552	לא-נמדד (--quick: שלבים 3–5 לא רצו)	המחולל: הירו 🧬 המחולל של המחצב | דיוקן עצמי חי - את כל ההדגמות כאן בחרתי בעצמי כותרת המפעל במספרים - עדכון חי מהאטלס נת
ב·specs	feedback10	0	0	0				0	אין תביעת-התנהגות (אין פועל-מטרה במשפט)	רכיבים חיים - משוב: הירו 🔔 משוב | התראות התקדמות וסטטוס ממשפט כותרת התראות התראה 52 הפעולה הושלמה בהצלחה סרגל 44 62 מד 
ב·specs	form9	1	1	0				42	אגרגציה-בלי-אות-סימן/ישות-בלי-שקע	רכיבים חיים - טפסים ובוררים: הירו 📋 טפסים ובוררים | מדרגה נפתח ומקלדת ממשפט כותרת בוררים מדרגה 40 3 כמות פריטים נפתח 52
ב·specs	improv	1	10	0				101	אין-ישות	יכולת מאולתרת - שרשרת חמישה: הירו 🎲 יכולת מאולתרת - חמישה אטומים שהגרלתי וחיברתי לבד | תבחר 5 אטומים רנדלמיים תחבר בין 
ב·specs	input9	0	0	0				0	אין תביעת-התנהגות (אין פועל-מטרה במשפט)	רכיבים חיים - קלט מתקדם: הירו 🔢 קלט מתקדם | קוד טווח וצבעים ממשפט כותרת קלט קוד 48 6 קוד אימות טווח 30 25 75 טווח מחירי
ב·specs	media	1	1	0				53	אין-ישות	רכיבים חיים - תפריטים ומדיה: הירו 🎬 תפריטים ומדיה | גיליון קרוסלה ואווטארים ממשפט כותרת תפריטים מגירה 180 גיליון תחתון 
ב·specs	mission	1	9	0				143	ישות-בלי-שקע/אין-ישות/אגרגציה-בלי-אות-סימן	חדר בקרה - משימה לירח: הירו 🚀 חדר בקרה - משימה לירח | אטומים שנולדו לצדקה ולבניין - מחווטים לעולם הפוך כותרת אות קריאה 
ב·specs	navflow	0	0	0				2	אין תביעת-התנהגות (אין פועל-מטרה במשפט)	רכיבים חיים - ניווט ודשבורד: הירו 🧭 ניווט ודשבורד | שלבים צירים ומקטעים ממשפט כותרת ניווט מקטעים 44 תצוגה: יומי / שבועי
ב·specs	nl	2	9	1				90	לא-נמדד (--quick: שלבים 3–5 לא רצו)	הירו 🎯 לוח בקרה לאירוח עם כרטיס אורח | נבנה מתיאור חופשי אטום BareStat כרטיס אורח אטום DataGrid טבלת הזמנות אטום MiniCa
ב·specs	overlay10	1	2	0				46	אין-ישות	רכיבים חיים - שכבות-על: הירו 🪟 שכבות-על | דיאלוג טולטיפ ושלד ממשפט כותרת מודאלים דיאלוג 200 לאשר את הפעולה | הפעולה בלת
ב·specs	quest1	1	6	0				132	ישות-בלי-שקע/אין-ישות/אגרגציה-בלי-אות-סימן	עולם משחק שלם - חדר 1: הירו 🎯 עולם משחק שלם של מסע בריחה - חדרים שמובילים זה אל זה חידות חיות שמגיבות לשחקן ושערים נסתר
ב·specs	quest2	1	6	0				142	אגרגציה-בלי-אות-סימן/ישות-בלי-שקע/אין-ישות	עולם משחק שלם - חדר 2: הירו 🎯 עולם משחק שלם של מסע בריחה - חדרים שמובילים זה אל זה חידות חיות שמגיבות לשחקן ושערים נסתר
ב·specs	quest3	1	3	0				95	ישות-בלי-שקע/אין-ישות	עולם משחק שלם - חדר 3: הירו 🎯 עולם משחק שלם של מסע בריחה - חדרים שמובילים זה אל זה חידות חיות שמגיבות לשחקן ושערים נסתר
ב·specs	rich	0	0	0				0	אין תביעת-התנהגות (אין פועל-מטרה במשפט)	רכיבים חיים - מפה ומדיה: הירו 📍 מפה ומדיה | סיכות סטורי ואייקונים ממשפט כותרת מיקום מפה 150 6 מפת סיכות כותרת מדיה ובחי
ב·specs	shipping	1	1	0				22	אין-ישות	הגדרות משלוחים: מתג איסוף עצמי מהחנות שדה כתובת ברירת מחדל מתג עדכוני סטטוס בוואטסאפ מספר ימי אספקה כפתור שמירת הגדרות
ב·specs	showcase	1	13	0				322	אגרגציה-בלי-אות-סימן/אין-ישות/ישות-בלי-שקע/שקע-תאריך-לא-מוכרע	ראווה - כרטיס-הביקור החי של המחולל: הירו 🧬 המחולל של המחצב | מפעל-האטומים החי - כל מספר כאן נמדד מהאטלס ברגע-החילול כות
ב·specs	states	1	1	0				61	ישות-בלי-שקע	רכיבים חיים - טעינה ומעברים: הירו ⏳ טעינה ומעברים | מצבי-טעינה וכניסות שהמחולל מרכיב ממשפט כותרת מצבי טעינה טוען 60 מסתו
ב·specs	team	1	2	0				21	אגרגציה-בלי-אות-סימן/ישות-בלי-שקע/אין-ישות	ניהול צוות: שדה שם העובד מספר ימי עבודה בשבוע מתג קבלת התראות מתג גישה למחסן כפתור הוספת עובד
ב·specs	text	1	1	0				47	אין-ישות	רכיבים חיים - טקסט מונפש: הירו ✍️ טקסט מונפש | כיתוב חי שהמחולל מרכיב ממשפט כותרת מספרים וטקסט ספירה 60 1240 סה"כ הרשמות
ב·specs	viz	0	0	0				0	אין תביעת-התנהגות (אין פועל-מטרה במשפט)	רכיבים חיים - ויזואליזציה מתקדמת: הירו 🗺️ ויזואליזציה מתקדמת | לוח גאנט ומכ"ם ממשפט כותרת נתונים ולוח לוח 150 17 3 8 12
ב·specs	widgets	1	2	0				77	ישות-בלי-שקע/אין-ישות	רכיבים חיים - וידג'טים מורכבים: הירו 🧩 וידג'טים מורכבים | טאבים אקורדיון והיפוך שהמחולל מרכיב ממשפט כותרת ניווט ותוכן ל
ג·mosad	mosad.sentences:1	0	0	0				2	אין תביעת-התנהגות (אין פועל-מטרה במשפט)	אנשים: לכל אדם יש שם, שם האם, תעודת זהות, תאריך לידה, טלפון, טלפון נוסף, מייל, כתובת, שפה (עברית, יידיש, אנגלית), הערה;
ג·mosad	mosad.sentences:2	0	0	0				0	אין תביעת-התנהגות (אין פועל-מטרה במשפט)	לכל משפחה יש שם משפחה, אב, אם, כתובת, טלפון, סניף, הערה;
ג·mosad	mosad.sentences:3	0	0	0				0	אין תביעת-התנהגות (אין פועל-מטרה במשפט)	לכל קשר משפחתי יש אדם, קרוב, סוג (הורה, ילד, אח, סב, חותן, אפוטרופוס)
ג·mosad	mosad.sentences:4	0	0	0				0	אין תביעת-התנהגות (אין פועל-מטרה במשפט)	לכל אדם יש גם מין (זכר, נקבה), מצב משפחתי (רווק, נשוי, אלמן, גרוש), סוג זיהוי (ת"ז, דרכון), הסכמת צילום (כן, לא);
ג·mosad	mosad.sentences:5	0	0	0				1	אין תביעת-התנהגות (אין פועל-מטרה במשפט)	לכל משפחה יש גם שכונה, חצר מוצא, מצב (רגיל, מוגן);
ג·mosad	mosad.sentences:6	1	1	0				21	שקע-תאריך-לא-מוכרע/ישות-בלי-שקע	לכל תפקיד של אדם יש אדם, סוג (תלמיד, הורה, עובד, תורם, חבר קהילה, לווה, מתנדב, בוגר), תאריך התחלה, תאריך סיום
ג·mosad	mosad.sentences:8	0	0	0				1	אין תביעת-התנהגות (אין פועל-מטרה במשפט)	חינוך: לכל מוסד יש שם, סוג (גן, תלמוד תורה, בית ספר לבנות, ישיבה קטנה, ישיבה גדולה, סמינר, כולל), מנהל, סמל מוסד, כתובת;
ג·mosad	mosad.sentences:9	0	0	0				0	אין תביעת-התנהגות (אין פועל-מטרה במשפט)	לכל כיתה יש מוסד, שם, מחנך, חדר, שנה;
ג·mosad	mosad.sentences:10	2	1	1				43	לא-נמדד (--quick: שלבים 3–5 לא רצו)	לכל תלמיד יש אדם, משפחה, מוסד, כיתה, תאריך כניסה, קופת חולים, רגישויות, הערה; שלבים: מועמד, ראיון, ועדת קבלה, התקבל, פעי
ג·mosad	mosad.sentences:11	0	0	0				0	אין תביעת-התנהגות (אין פועל-מטרה במשפט)	לכל נוכחות יש תלמיד, תאריך, סדר (בוקר, צהריים, ערב), מצב (נוכח, איחור, חיסור, מאושר, חולה), סיבה;
ג·mosad	mosad.sentences:12	0	0	0				0	אין תביעת-התנהגות (אין פועל-מטרה במשפט)	לכל מבחן יש כיתה, נושא, דפים, בוחן, תאריך;
ג·mosad	mosad.sentences:13	0	0	0				0	אין תביעת-התנהגות (אין פועל-מטרה במשפט)	לכל ציון יש מבחן, תלמיד, ציון, הערה;
ג·mosad	mosad.sentences:14	1	1	0				12	אין-ישות	לכל תעודה יש תלמיד, מחצית, הערת מחנך; שלבים: טיוטה, אושרה, נשלחה;
ג·mosad	mosad.sentences:15	1	1	0				21	אין-ישות	לכל אירוע חינוכי יש מוסד, סוג (סיום, מסיבה, טיול, שבתון), תאריך, תקציב, אחראי; שלבים: תכנון, אישורים, התקיים, סיכום;
ג·mosad	mosad.sentences:16	2	1	1				24	לא-נמדד (--quick: שלבים 3–5 לא רצו)	לכל אברך יש אדם, כולל, תאריך כניסה, מצב משפחתי, ילדים; שלבים: מועמד, פעיל, סיים;
ג·mosad	mosad.sentences:17	1	1	0				17	אין-ישות	לכל מבחן כולל יש אברך, חודש, מסכת, ציון, נוכחות, מלגה; שלבים: נבחן, חושב, אושר, שולם
ג·mosad	mosad.sentences:18	0	0	0				0	אין תביעת-התנהגות (אין פועל-מטרה במשפט)	לכל מוסד יש גם מעמד (פטור, מוכר, חינוך עצמאי), מפקח, מסלול בגרות (בגרויות, חלופות, ללא);
ג·mosad	mosad.sentences:19	0	0	0				0	אין תביעת-התנהגות (אין פועל-מטרה במשפט)	לכל כיתה יש גם סוג (כיתה, שיעור, חבורה), שכבה;
ג·mosad	mosad.sentences:20	1	3	0				17	אין-ישות	לכל שנת לימודים יש שנה עברית, תאריך התחלה, תאריך סיום, ימי לימוד; שלבים: מוגדרת, פעילה, נסגרה;
